题号,题干,A,B,C,D,E,答案,难度,题型
136,第二次世界大战结束以来，随着国家垄断资本主义的形成和发展，资产阶级国家对经济进行的干预明显加强，从而使得资本主义社会的经济调节机制发生了显著变化。与这种变化相适应，经济危机形态也发生了很大变化。其主要表现是（）,经济危机更多地表现为金融危机的频繁发生,经济危机的破坏作用只局限于发达资本主义国家,经济危机通常由国家间的贸易失衡直接引发,经济危机各阶段的交替过程已不十分明显,,AD,易,多选题
137,"平衡是事物发展的一种状态，小到体操中人在平衡木上的行走，杂技中的骑车走钢丝，独轮车表演，直升机在空中的悬停，大到人类的生存，地球的运转，天体的运行等等，都是保持平衡的一种状态，世间的万事万物，之所以能不停的运动、发展、前进，一个重要原因就在于保持了平衡，要使""平衡""成为人们的""大智慧""，就要（）",全面理解绝对运动和相对静止的辩证关系,精确把握事物的度,善于协调事物内部各种因素的相互关系,准确掌握辩证否定的方式和方向,,ABCD,易,多选题
138,"马克思主义从必然性和偶然性的辩证统一中理解杰出人物的历史作用,认为（）",杰出人物能够改变历史发展的基本方向,"杰出人物历史作用的形成和发挥与其服务人民群众的意愿,密不可分",杰出人物们因其智慧性格因素对社会进程发生影响,杰出人物的历史作用受到一定历史条件的制约,,BCD,易,多选题
139,"显微摄影是一门使用照相机拍摄显微镜下一般用肉眼无法看清的标本的技术。肉眼中千篇一律的细沙，在显微镜下确实""一沙一世界""。有的晶莹剔透像宝石，有的金黄酥脆像饼干。即使是司空见惯的柴米油盐，在显微镜下也会展现神奇而充满美丽的一面。显微镜下的""一沙一世界""表明（）",事物的本质随着人们的认识的变化而改变,人们可以通过对个别事物的认识而达到对世界整体的把握,任何事物都具有无限多样的属性,人们可以通过制造和使用工具日益深化对客观世界的认识,,BCD,易,多选题
140,"唐朝诗人张若虚《春江花月夜》中的""人生代代无穷已，江月年年只相似""两句诗蕴涵着时间一维性的哲理。下列诗句中蕴涵相同哲理的是（）",溪云初起日沉阁，山雨欲来风满楼,花开堪折直须折，莫待无花空折枝,闲云潭影日悠悠，物换星移几度秋,黑发不知勤学早，白首方悔读书迟,,BCD,易,多选题
141,"马克思说：""一切现实的危机的最终原因始终是：群众贫穷和群众的消费受到限制，而与此对立，资本主义生产却竭力发展生产力，好像只有社会的绝对的消费能力才是生产力发展的界限。""这段论述表明（）",资本积累与无限扩大生产也是经济危机发生的原因,经济危机的发生根本上在于资本主义的基本矛盾,经济危机的发生与群众的贫穷及消费能力受到限制有关,社会的绝对的消费能力导致了经济危机的发生,,ABC,易,多选题
142,20世纪80年代以来，随着冷战的结束，分割的世界经济体系也随之被打破，技术，资本、商品等真正实现了全球范围的流动，各国之间的经济联系日益密切，相互合作、相互依存大大加强，世界进入到经济全球化迅猛发展的新时代。促使经济全球化迅猛发展的因素有（）,出现了适宜于全球化的企业组织形式,科学技术的进步和生产力的快速发展,各国经济体制变革供给出的有利制度条件,企业不断进行的技术创新与管理创新,,ABC,易,多选题
143,1956年，英国人托马斯?莫尔发表了《乌托邦》一书，标志着空想社会主义的诞生，1848年，马克思恩格斯发表了《共产党宣言》，标志着科学社会主义的产生，社会主义实现了从空想到科学的历史性飞跃。科学社会主义超越空想社会主义之处在于（）,对资本主义进行了无情的批判,揭示了资本主义必然灭亡的经济根源,对未来社会进行了细致的描绘,找到了实现理想社会的现实道路,,BD,易,多选题
144,"生物学史，可以说是显微镜的发展史。17世纪中叶，英国科学家使用诞生不久的显微镜观察软木塞，发现了植物细胞，开启了近现代生物学的大门。此后，显微镜的放大能力和成像质量不断提升，人类对细胞的认知也随之深刻和全面。20世纪中叶，科学家们利用X射线晶体学发现了DNA(脱氧核糖核酸)双螺旋结构，人类的观察极限从亚细胞结构推向了分子结构。我国科学家的重要科研成果""剪接体的高分辨率三维结构""的背后，也站着一个默默无闻的英雄--冷冻电子显微镜。显微镜在生物科学发现中的作用表明(　)",人类认识水平的提高与实践条件的进步有着直接的关系,探索未知世界的科学实验是人类最基本的实践活动,实践的主体和客体正是依靠中介系统才能够相互作用,实践主体、客体和中介三者的有机统一构成实践的基本结构,,ACD,易,多选题
145,马克思指出，所谓资本原始积累“只不过是生产者和生产资料分离的历史过程。这个过程所以表现为‘原始的’，因为它形成资本以及与之相适应的生产方式的前史，”资本原始积累的主要途径有(　),用剥削手段榨取剩余价值,用资本手段获取市场暴利,用暴力手段剥夺农民土地,用野蛮手段进行殖民掠夺,,CD,易,多选题
146,当今世界正处在新科技革命和产业革命的交汇点以机器人技术为代表的科技产业发展十分迅速。机器人在生产过程中的广泛使用，使资本有机构成为断提高。然而就一般意义而言，资本有机构成的提高实际上是(　),由资本的本性决定的,社会产生相对过剩人口的一个重要原因,一个社会增长财富和消除贫困的根本途径,不以人的意志为转移的一般趋势,,ABD,易,多选题
147,辩证法认为，联系和发展是通过一系列的基本环节得以实现的。这些基本环节包括：（）,内容与形式,可能与现实,现象与本质,必然与偶然,,ABCD,易,多选题
148,人类的社会生活色彩斑斓，实践活动形式丰富多样，包括：（）,虚拟实践,科学文化实践,社会政治实践,物质生产实践,,ABCD,易,多选题
149,实践主题包括：（）,社会主体,个人主体,群体主体,人类主体,,BCD,易,多选题
22146,从认识到实践，是认识过程的第二次能动的飞跃。,正确,错误,,,,A,中,单选题
22155,社会形态更替的统一性并不排斥社会形态更替形式的多样性。,正确,错误,,,,A,中,单选题
22159,哲学的两大基本派别是辩证法和形而上学。,正确,错误,,,,B,中,单选题
22176,社会主义从空想到科学在人类思想史上具有划时代的意义。,正确,错误,,,,A,中,单选题
22178,社会意识根源于社会存在，是对以实践为基础的不断发展变化的现实世界的反映。,正确,错误,,,,A,中,单选题
22180,在我国一定范围内劳动者的个体经济基础的存在会影响国民经济的社会主义性质,正确,错误,,,,B,中,单选题
22195,任何真理性的认识都是由相对性真理走向绝对性真理转化过程中的一个环节。,正确,错误,,,,A,中,单选题
22203,20世纪80年代末期和90年代初期，东欧剧变、苏联社会主义国家解体并不表明社会主义的失败。,正确,错误,,,,A,中,单选题
22218,劳动生产率越高，生产的单位商品的价值量就越大,正确,错误,,,,B,中,单选题
22223,资本主义政治制度的核心是政党制度,正确,错误,,,,B,中,单选题
22234,任何成功的实践都必然是真理尺度和价值尺度的统一。,正确,错误,,,,A,中,单选题
22244,辩证的否定就是事物完全的自我否定。,正确,错误,,,,B,中,单选题
22252,“劳动价值论”是马克思首先提出的。,正确,错误,,,,B,中,单选题
22256,“人的依赖性关系”是资本主义社会以前的人与人之间的关系。,正确,错误,,,,A,中,单选题
22257,真理与谬误之间的相互关系是在一定条件下可以互相转化的。,正确,错误,,,,A,中,单选题
22263,“城门失火殃及池鱼”与“只见树木不见森林”所包含的真理是截然对立的，他们的分歧是哲学中的两个基本派别的根本分歧。,正确,错误,,,,B,中,单选题
22264,只有既坚持唯物主义，又坚持辩证法，才能全面地认识世界的本质和发展规律。只有达到唯物主义和辩证法的内在统一，才能有科学的彻底的唯物主义和科学的彻底的辩证法。,正确,错误,,,,A,中,单选题
22265,物质和意识的对立在任何范围内都具有绝对的意义,正确,错误,,,,B,中,单选题
22270,在社会主义初级阶段只能讲树立中国特色社会主义共同理想，而不应提树立共产主义远大理想，否则就是脱离实际。,正确,错误,,,,B,中,单选题
22297,资本主义经济危机的实质是生产绝对过剩的危机,正确,错误,,,,B,中,单选题
22299,物质生产活动及生产方式的变化发展决定整个社会历史的变化发展，决定社会形态从低级向高级的更替和发展。,正确,错误,,,,A,中,单选题
22301,非理性因素都能对认识起着积极作用。,正确,错误,,,,B,中,单选题
22305,劳动发展史是理解全部社会发展史的“钥匙”。,正确,错误,,,,A,中,单选题
22306,在社会主义社会中，工阶级已经成为国家政权的重要社会支柱和新社会的主要建设者,正确,错误,,,,A,中,单选题
22310,马克思主义哲学是科学的世界观和方法论，所以它是科学之科学。,正确,错误,,,,B,中,单选题
22312,解决问题必须抓住问题的主要矛盾，主要矛盾解决了，次要矛盾就跟随着解决了。,正确,错误,,,,B,中,单选题
22315,在人们创造历史的活动中，谋事在人，成事在天,正确,错误,,,,B,中,单选题
22323,检验认识真理性的标准可以是思想理论本身，也可以是客观事物。,正确,错误,,,,B,中,单选题
22326,社会主义民主是人类最高类型的民主，具有资本主义民主无可比拟的优越性。,正确,错误,,,,A,中,单选题
22330,无产阶级的历史使命决定了马克思主义的政治立场。,正确,错误,,,,A,中,单选题
22344,人类活动只有在一定的社会关系中才能进行，在社会关系体系中，最基础的关系是家庭关系。,正确,错误,,,,B,中,单选题
22346,“人的思维是否具有真理性，这并不是一个理论的问题，而是一个实践的问题。人应该在实践中证明自己思维的真理性，即自己思维的现实性和力量，亦即自己思维的此岸性。”这一论断说明了实践是检验认识是否具有真理性的唯一标准。,正确,错误,,,,A,中,单选题
22348,在生产关系中，生产资料的所有制关系是最基本的，是区分不同生产方式、判定社会经济结构性质的客观依据。,正确,错误,,,,A,中,单选题
22350,人类实践活动提出的问题归根结底只能依靠和通过实践来解决。,正确,错误,,,,A,中,单选题
22351,阶级斗争是实现社会形态更替的重要手段和决定性环节。,正确,错误,,,,B,中,单选题
22355,尊重客观规律是发挥主能动性的前提。,正确,错误,,,,A,中,单选题
22362,划分阶级的主要标志是各种社会集团在国家政权中的不同地位。,正确,错误,,,,B,中,单选题
22365,“社会形态的发展是一种自然历史过程”这一命题的根据是社会与自然一样，其发展是不以人的意志为转移的客观过程。,正确,错误,,,,A,中,单选题
22368,承认了世界的可知性，也就是承认了绝对真理。,正确,错误,,,,A,中,单选题
22370,"垄断价格是垄断资本家凭借垄断地位制定的,因而否定了价值规律",正确,错误,,,,B,中,单选题
22373,人们的历史选择性否定了社会形态的统一性。,正确,错误,,,,B,中,单选题
22378,社会劳动生产率的提高可导致单位时间内生产的商品数量和价值量增加,正确,错误,,,,B,中,单选题
22379,政治条件对人民群众的创造活动具有直接的影响。,正确,错误,,,,A,中,单选题
22385,历史主体的选择性活动是一个合目的性与合规律性相统一的过程。,正确,错误,,,,A,中,单选题
22386,“时势造英雄”和“英雄造时势”，前者是历史唯物主义，后者是历史唯心主义。,正确,错误,,,,A,中,单选题
22394,人民群众的总体意愿和行动代表了历史发展的方向，人民群众的社会实践最终决定历史发展的结局。,正确,错误,,,,A,中,单选题
22413,经济基础与上层建筑矛盾运动规律，就是上层建筑一定要适合经济基础状况的规律。,正确,错误,,,,A,中,单选题
22423,跨国公司的迅速发展是生产国际化和资本国际化的根本原因,正确,错误,,,,B,中,单选题
22430,提高劳动生产率可以增加单位时间里的使用价值和价值量,正确,错误,,,,B,中,单选题
22436,资本家改进技术的目的，是获取相对剩余价值。,正确,错误,,,,B,中,单选题
22441,生产集中发展到一定阶段，就会自然而然走向垄断,正确,错误,,,,A,中,单选题
22442,社会形态更替是前进性与曲折性、渐进性与跨越性的统一。,正确,错误,,,,A,中,单选题
22444,经济全球化就是经济关系的国际化。,正确,错误,,,,B,中,单选题
22450,马克思主义认为，阶级产生的直接原因是生产资料私有制的形成。,正确,错误,,,,A,中,单选题
22454,黑格尔的辩证法和费尔巴哈的唯物主义相加就是马克思主义哲学。,正确,错误,,,,B,中,单选题
22457,“学而不思则罔”是指理性认识是对事物的正确反映。,正确,错误,,,,B,中,单选题
22460,恩格斯说“人的智力是按人如何学会改造自然界而发展的”，这句话说明人具有改造世界的能力。,正确,错误,,,,B,中,单选题
22469,唯物史观关于人民群众是历史创造者的原理，是无产阶级政党的群众观点和群众路线的理论基础。,正确,错误,,,,A,中,单选题
22476,“一言可以兴邦，一言可以丧邦”，英雄人物的意志可以改变历史发展的方向，这种观点是夸大个人作用的唯心史观,正确,错误,,,,A,中,单选题
22487,商品价值量的大小与劳动生产率成正比,正确,错误,,,,B,中,单选题
22489,社会形态是经济形态和文化形态的统一 。,正确,错误,,,,B,中,单选题
22499,人道主义是马克思主义的最崇高的社会理想。,正确,错误,,,,B,中,单选题
22500,意识的真正源泉不是人脑而是外部世界。,正确,错误,,,,A,中,单选题
22507,人的最根本特性是其自由属性。,正确,错误,,,,B,中,单选题
22515,列宁的物质定义揭示了物质的唯一特性是客观实在性,正确,错误,,,,A,中,单选题
22525,劳动力商品使用价值的特点，是能创造出超过自身价值的价值，即剩余价值。,正确,错误,,,,B,中,单选题
22526,肯定了实践标准的客观性和唯一性，也就必须承认实践标准的确定性、绝对性。,正确,错误,,,,A,中,单选题
22528,上层建筑对经济基础的反作用，可能是积极的、进步的，也可能是消极的、衰退的。,正确,错误,,,,A,中,单选题
22532,一般来说，提高劳动生产率可以增加单位时间生产的商品数量和单位商品的价值量。,正确,错误,,,,B,中,单选题
22535,社会主义必然代替资本主义的主要依据是无产阶级与资产阶级斗争尖锐化,正确,错误,,,,B,中,单选题
22536,垄断是在自由竞争基础上产生的，因此垄断统治形成后可以消除竞争,正确,错误,,,,B,中,单选题
22542,商品的价值量是由生产商品时耗费的劳动时间决定的,正确,错误,,,,A,中,单选题
22549,在人们的社会物质生活条件中，生产力是社会历史发展的决定力量。,正确,错误,,,,B,中,单选题
22554,人们自己创造自己的历史，社会发展不过是人的实践活动在时间和空间中展开的过程。,正确,错误,,,,A,中,单选题
22560,“观念的东西不外是移入人脑并在人的头脑中改造过的物质的东西而已”。,正确,错误,,,,A,中,单选题
22564,实践性是马克思主义哲学区别于旧哲学的最显著的特点。,正确,错误,,,,A,中,单选题
22567,人的全面发展就是个人需要的全面发展。,正确,错误,,,,B,中,单选题
22568,经济基础是社会发展的最终决定力量。,正确,错误,,,,B,中,单选题
22573,市场经济条件下，经济运行的失衡主要表现为过剩。,正确,错误,,,,A,中,单选题
22577,无产阶级革命和自身解放同社会发展规律、人类的彻底解放的必然趋势是完全一致的。,正确,错误,,,,A,中,单选题
22578,实践之所以是检验真理的唯一标准是由真理的本性和实践的特点决定的。,正确,错误,,,,A,中,单选题
22579,资本是以货币、生产资料等形式存在的，因此，一切货币和生产资料都是资本,正确,错误,,,,B,中,单选题
22582,时势造英雄,正确,错误,,,,A,中,单选题
22583,商品的二因素是具体劳动和抽象劳动,正确,错误,,,,B,中,单选题
22592,鬼神观念和错误的认识也是客观世界的反映。,正确,错误,,,,A,中,单选题
22599,改革是一场新的革命，就经济体制改革而言就是要否定和抛弃原来的经济体制,正确,错误,,,,B,中,单选题
22606,上层建筑对经济基础的能动作用在于它为自己的经济基础服务，它要促进自己经济基础的形成、巩固和发展，它要排除自己经济基础的对立物。,正确,错误,,,,A,中,单选题
22607,建设中国特色社会主义是中华民族走向共产主义的必由之路。,正确,错误,,,,A,中,单选题
22609,生产力范畴反映的是人与社会之间的关系。,正确,错误,,,,B,中,单选题
22610,社会活动参杂了人的主观意识活动，所以社会规律不可能是客观的。,正确,错误,,,,B,中,单选题
22613,具体劳动和抽象劳动是不同劳动过程的两个方面,正确,错误,,,,B,中,单选题
22615,阶级斗争是社会发展的根本动力。,正确,错误,,,,B,中,单选题
22619,马克思说生产力里面包括科学在内，因此科学是生产力的实体性和独立要素,正确,错误,,,,B,中,单选题
22620,唯物主义的认识论是能动的反映论,正确,错误,,,,B,中,单选题
22621,现实的人及其活动是社会历史存在和发展的前提。,正确,错误,,,,A,中,单选题
22635,国家政权、社会意识形态、社会风俗习惯都属于上层建筑。,正确,错误,,,,B,中,单选题
22638,主体和客体的关系，从根本上说就是认识关系。,正确,错误,,,,B,中,单选题
22656,社会存在是社会生活的物质方面，主要是指物质生活资料的生产及生产方式，也包括地理环境和人口因素。,正确,错误,,,,A,中,单选题
22667,国家政权从反动阶级手里转移到革命阶级手里，是实现社会形态变革的首要的、基本的标志。,正确,错误,,,,A,中,单选题
22668,人的认识的任务，就在于不断地克服主观和客观、认识和实践之间的矛盾，求得它们之间的具体的历史的统一。,正确,错误,,,,A,中,单选题
22673,认识的反复性原因只是因为人们总是受到自己认识能力和实践活动范围的限制。,正确,错误,,,,B,中,单选题
22675,生产力与生产关系之间的不断更新的矛盾运动，推动着人类社会由低级向高级的发展,正确,错误,,,,A,中,单选题
22679,社会的基本结构有物质经济结构和社会观念结构。,正确,错误,,,,B,中,单选题
22681,客体是指实践和认识活动所指向的对象。,正确,错误,,,,A,中,单选题
22682,哲学的基本问题是唯物主义和唯心主义的关系问题,正确,错误,,,,B,中,单选题
22692,历史观的基本问题是生产力与生产关系的关系问题。,正确,错误,,,,B,中,单选题
22697,垄断价格是垄断资本家凭借垄断地位制定的，因而否定了价值规律,正确,错误,,,,B,中,单选题
22702,经济水平相对落后的国家和地区，其社会意识的某些方面也会落后于经济发达的国家和地区。,正确,错误,,,,B,中,单选题
22703,有人认为，一些国家从社会主义经济制度改变为资本主义经济制度，说明社会主义取代资本主义已经不是人类社会的必然规律了,正确,错误,,,,B,中,单选题
22704,所谓认识过程，就是人们在改造对象的实践中辩证地反映对象的过程。,正确,错误,,,,A,中,单选题
22713,能动反映论与消极反映论的根本对立在于是否承认实践是认识的基础和认识的能动性。,正确,错误,,,,A,中,单选题
22718,资本积聚可以使个别资本的规模迅速扩大。,正确,错误,,,,B,中,单选题
22719,质变是事物连续性的中断，即间断性。,正确,错误,,,,A,中,单选题
22723,列宁得出社会主义可能在一国或数国首先取得胜利的结论依据是资本主义国家无产阶级与资产阶级斗争的规律,正确,错误,,,,B,中,单选题
22726,社会主义国家解决民族问题的根本任务是实现民族平等，加强民族团结,正确,错误,,,,B,中,单选题
22728,马克思主义的物质观体现了唯物论和辩证法的统一。,正确,错误,,,,A,中,单选题
22733,没有革命的理论就没有革命的运动。,正确,错误,,,,A,中,单选题
22737,社会化大生产基本规律是依靠剩余价值规律的调节作用来实现的。,正确,错误,,,,B,中,单选题
22745,对立统一规律是唯物辩证法的实质和核心,正确,错误,,,,A,中,单选题
22763,辩证唯物主义与历史唯物主义是无产阶级认识世界和改造世界的思想武器。,正确,错误,,,,A,中,单选题
22770,马克思主义与时俱进的理论品质是与遵循客观规律相违背的。,正确,错误,,,,B,中,单选题
22772,把人与动物区别开来的决定性因素是人的劳动。,正确,错误,,,,A,中,单选题
22773,垄断资本能够规定垄断价格，因此价值规律不起作用,正确,错误,,,,B,中,单选题
22787,认识世界的目的是为了改造世界。,正确,错误,,,,A,中,单选题
22792,矛盾的共性和个性、绝对和相对的道理，是关于事物矛盾问题的精髓，是正确理解矛盾学说的关键。,正确,错误,,,,A,中,单选题
22798,马克思主义是由一系列的基本理论、基本观点和基本方法构成的科学体系，它是一个完整的整体。,正确,错误,,,,A,中,单选题
22808,马克思主义生命力的根源在于以实践为基础的科学性与革命性的统一。,正确,错误,,,,A,中,单选题
22813,价值观不同的人们，行为的取向也会不同，甚至可能截然相反。,正确,错误,,,,A,中,单选题
22814,共产主义社会是建立在高度发达的生产力基础之上的。所以，只要生产力高度发达就可以直接进入共产主义社会。,正确,错误,,,,B,中,单选题
22817,并非所有的现象都表现本质，偶然的、零碎的、稍纵即逝的现象就无本质可言。,正确,错误,,,,B,中,单选题
22821,资产阶级国家的收入调节政策主要内容就是提高工资，改善贫困阶层的生活水平,正确,错误,,,,B,中,单选题
22835,"“有无相生,前后相随”体现了质量互变规律。",正确,错误,,,,B,中,单选题
22836,“此亦一是非，彼亦一是非”的命题，其含义是否认真理的客观性。,正确,错误,,,,B,中,单选题
22838,如果人类不保持自身与自然的和谐统一，那就会危及自身的生存发展。,正确,错误,,,,A,中,单选题
22845,社会形态是同生产力发展一定阶段相适应的经济基础与上层建筑的统一体。,正确,错误,,,,A,中,单选题
22855,科学性、实用性、超阶级性是马克思主义哲学的本质特征。,正确,错误,,,,B,中,单选题
22856,有人认为，只有感性经验才是可靠的，抽象的理论是不可靠的，这在认识论上犯了形而上学的错误。,正确,错误,,,,B,中,单选题
22866,真理和价值在认识和实践中是是相互制约.相互引导.相互促进的。,正确,错误,,,,A,中,单选题
22873,旧唯物主义把认识看成是消极、被动地反映和接受外界对象。它有两个严重的缺陷：一是离开实践考察认识问题；二是不了解认识的辩证性质。,正确,错误,,,,A,中,单选题
22890,价格围绕价值上下波动违背了价值规律,正确,错误,,,,B,中,单选题
22893,在同一社会形态的发展中，社会基本矛盾通常是通过阶级斗争来解决的。,正确,错误,,,,B,中,单选题
22896,虽然商品的价值量与劳动生产率成反比，但不管劳动生产率发生了怎样的变化，相同的时间内生产的产品价值总量是不变的。,正确,错误,,,,A,中,单选题
22899,没有运动的物质和没有物质的运动同样是不可设想的,正确,错误,,,,A,中,单选题
22901,实践观点是马克思主义认识论的首要的和基本的观点。,正确,错误,,,,A,中,单选题
22904,人的本质在其现实性上是一切社会关系的总和，这表明人的本质是后天形成的、变化的、现实的和具体的,正确,错误,,,,A,中,单选题
22906,感性认识有三种形式：感觉、推理、表象。,正确,错误,,,,B,中,单选题
22909,生产力是社会发展的最终力量，因而，社会的性质和面貌直接取决于生产力的发展状况,正确,错误,,,,B,中,单选题
22925,遵循真理尺度，就是通常我们所说的“按科学规律办事”。,正确,错误,,,,A,中,单选题
22934,工人给资本家做工，资本家付给工人工资，工人劳动一天得到一天工资，因此工资是工人劳动的价值或价格,正确,错误,,,,B,中,单选题
22942,唯心主义都认为世界是人的主观意识的产物。,正确,错误,,,,B,中,单选题
22943,上层建筑对经济基础的反作用，集中表现在：为自己的经济基础的形成和巩固服务，确立或维护其在社会中的统治地位。,正确,错误,,,,A,中,单选题
22949,生产力的基本要素包括：劳动资料、科学技术和劳动者。,正确,错误,,,,B,中,单选题
22952,否认认识是人脑对客观世界的反映是唯物主义认识论的观点。,正确,错误,,,,B,中,单选题
22954,马克思主义的内容涵盖了社会的政治、经济、文化、军事、历史和人类社会发展与自然界的关系等诸多领域和各个方面，是最完整和最全面的思想体系。,正确,错误,,,,B,中,单选题
22955,劳动力的买卖并不违反价值规律,正确,错误,,,,A,中,单选题
22958,在真理标准问题上坚持辩证法，就是承认实践标准既是确定的又是不确定的。,正确,错误,,,,A,中,单选题
22963,新出现的事物就是新生事物,正确,错误,,,,B,中,单选题
22964,唯物辩证法的根本方法是矛盾分析法,正确,错误,,,,A,中,单选题
22968,社会革命是先进阶级推翻反动阶级的国家政权的斗争。,正确,错误,,,,A,中,单选题
22969,把经过实践证实的理论看成绝对真理，并当成检验其他一切认识真理性的标准，这是一种相对主义论辩论的观点。,正确,错误,,,,B,中,单选题
22970,“所谓‘社会主义社会’不是一种一成不变的东西，而应当和任何其他社会制度一样，把它看成是经常变化和改革的社会。”,正确,错误,,,,A,中,单选题
22986,世界统一于物质是马克思主义哲学的基石，一切从实际出发是唯物主义一元论的根本要求。,正确,错误,,,,A,中,单选题
22992,无产阶级解放斗争的最终目标是建立无产阶级专政的国家政权。,正确,错误,,,,B,中,单选题
22993,把握量是认识事物的起点，把握质是认识事物的深化。,正确,错误,,,,A,中,单选题
22995,认识过程中主观和客观的具体的统一是指主观认识同特定的历史发展阶段的客观实践相适应。,正确,错误,,,,B,中,单选题
22996,民主集中制是马克思主义政党的组织原则。,正确,错误,,,,A,中,单选题
22998,科学活动中，为了客观公正地观察和分析事实材料，避免“带着有色眼镜看问题”，应当排除头脑中已有的理论认识的指导，使人们在观察中对一切已有的理论持“中立态度”,正确,错误,,,,B,中,单选题
23005,价值是一般人类劳动的凝结，所以，商品生产者的技术水平低，管理落后，生产商品所花费的劳动大，单位商品的价值量就大。,正确,错误,,,,B,中,单选题
23010,批判性是马克思主义生命力的源泉。,正确,错误,,,,B,中,单选题
23017,辩证唯物主义和旧唯物主义都坚持反映论，认为认识是主体对客体的反映。,正确,错误,,,,A,中,单选题
23021,社会存在是指生产力各要素的总和。,正确,错误,,,,B,中,单选题
23027,马克思恩格斯从来都坚持认为，无产阶级的历史地位和阶级性决定了它只能通过暴力革命来推翻资本主义统治,正确,错误,,,,B,中,单选题
23028,工人阶级在社会主义建设中的领导作用是自发实现的,正确,错误,,,,B,中,单选题
23038,当马克思恩格斯展望未来社会时，总是只限于指出未来社会发展的方向、原则和基本特征。,正确,错误,,,,A,中,单选题
23044,在共产主义社会，由于社会生产力的巨大发展，工业与农业的差别、城市与乡村、脑力劳动与体力劳动的差别--“三大差别”必然归于消失。,正确,错误,,,,A,中,单选题
23045,矛盾的普遍性和特殊性的关系是整体和部分的关系。,正确,错误,,,,B,中,单选题
23048,辩证思维方法从抽象上升到具体的过程是在思维中再现具体，形成“多种规定的统一”的过程。,正确,错误,,,,A,中,单选题
23056,“从生动的直观到抽象的思维，并从抽象的思维到实践，这就是认识真理、认识客观实在的辩证途径。”,正确,错误,,,,A,中,单选题
23062,商品经济经历了小商品经济、简单商品经济和发达商品经济三个阶段。,正确,错误,,,,B,中,单选题
23076,在共产主义社会里，劳动已经不是谋生的手段，而是人们生活的第一需要。,正确,错误,,,,A,中,单选题
23080,人的活动的辩证法和客观事物的辩证性是统一的。,正确,错误,,,,A,中,单选题
23082,社会总产品的实现问题是社会资本再生产的核心问题,正确,错误,,,,A,中,单选题
23086,“在科学上没有平坦的大道，只有不畏劳苦沿着陡峭山路攀登的人，才有希望到达光辉的顶点。”这句话强调了实践是科学发展的根本动力。,正确,错误,,,,B,中,单选题
23096,对于自发的工人运动，马克思主义者不应该采取轻视，傲慢的态度，而应该采取积极参加、教育和引导的方针,正确,错误,,,,A,中,单选题
23107,矛盾的共性和个性的辩证关系是关于矛盾问题的精髓。,正确,错误,,,,A,中,单选题
23110,“未有天地之先，毕竟也只是理。”这句话属于主观唯心主义观点。,正确,错误,,,,B,中,单选题
23117,意识对物质的能动作用表明人的实践活动是不受客观规律制约的。,正确,错误,,,,B,中,单选题
23124,全部哲学，特别是近代哲学的重大的基本问题，是思维和存在的关系问题。,正确,错误,,,,A,中,单选题
23126,无产阶级夺取政权的根本目的是实现共产主义,正确,错误,,,,B,中,单选题
23127,社会形态是生产力和生产关系的集合体。,正确,错误,,,,B,中,单选题
23140,社会革命是阶级斗争的最高形式，是社会形态的质变。,正确,错误,,,,A,中,单选题
23144,超额剩余价值是全社会劳动生产力提高而获得的,正确,错误,,,,B,中,单选题
23156,政治法律思想、道德、艺术、宗教、哲学等属于非上层建筑的意识形式。,正确,错误,,,,B,中,单选题
23157,从实践到认识的过程，认识采取了感性认识和理性认识两种形式，并经历了由前者到后者的能动地飞跃。,正确,错误,,,,A,中,单选题
23159,思维和存在的关系问题是全部哲学，特别是近代哲学的重大的基本问题,正确,错误,,,,A,中,单选题
23163,经济基础对上层建筑的决定作用，主要表现在经济基础决定上层建筑是否具有反作用，经济基础决定上层建筑是否包括自然科学。,正确,错误,,,,B,中,单选题
23166,人民群众既是历史的“剧中人”，又是历史的“剧作者”。,正确,错误,,,,A,中,单选题
23171,人们不能自由选择生产力，因而人类历史是自然而然发生的,正确,错误,,,,B,中,单选题
23182,世界的统一性原理是马克思主义哲学的基石。,正确,错误,,,,B,中,单选题
23196,书本知识能够代替直接实践经验。,正确,错误,,,,B,中,单选题
23205,一个正确的认识需要经过多次反复才能完成，整个人类的认识是理论与实践的统一。,正确,错误,,,,B,中,单选题
23207,坚持马克思主义就是要完全、彻底地把马克思主义经典作家的理论贯彻下去，不允许一丝一毫的修改,正确,错误,,,,B,中,单选题
23210,阶级斗争是社会基本矛盾在阶级社会中的表现，是阶级对立社会发展的直接动力。,正确,错误,,,,A,中,单选题
23213,真理永远处在由相对向绝对的转化和发展中，这是真理发展的规律。,正确,错误,,,,A,中,单选题
23217,上层建筑对社会发展的促进作用取决于被服务的经济基础是否适应社会生产力发展的需要。,正确,错误,,,,A,中,单选题
23218,庄子说：“方生方死，方死方生，方可方不可，方不可方可。”这是一种绝对主义的观点,正确,错误,,,,B,中,单选题
23225,人类活动的“两个尺度”是真理与价值,正确,错误,,,,A,中,单选题
23229,和谐是矛盾一种特殊表现形式，体现着矛盾双方的相互依存、相互促进、共同发展。,正确,错误,,,,A,中,单选题
23230,社会意识对社会存在的能动的反作用，是社会意识相对独立性的突出表现。,正确,错误,,,,A,中,单选题
